run,lower_severity_pair,lower_severity,lower_severity_delta,higher_severity_pair,higher_severity,higher_severity_delta
aws_20_10,ec2_cpu <-> elb_req,LOW,0.47639015756818526,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.4854358297489396,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> elb_req,LOW,0.4750505726697161,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> elb_req,LOW,0.4726156192193784,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.4761507827137317,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> elb_req,LOW,0.446727790978055,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.43796986371553454,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> elb_req,LOW,0.48599303181714304,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> ec2_net,LOW,0.4879226351420598,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.44100532866616365,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> ec2_net,LOW,0.4409175771399422,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.44270986732374606,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> elb_req,LOW,0.4987183817563609,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> ec2_net,LOW,0.44269126333068476,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.4870136880118466,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> elb_req,LOW,0.4826336184135808,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.4580888723821921,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> ec2_net,LOW,0.49688595868473057,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> elb_req,LOW,0.4355445356745794,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.4541600176333994,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> ec2_net,LOW,0.4654781059999377,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> ec2_net,LOW,0.47743509239152015,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_cpu <-> ec2_net,LOW,0.478588605869515,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
aws_20_10,ec2_net <-> elb_req,LOW,0.455188609122417,ec2_cpu <-> ec2_net,MEDIUM,0.4348196730606662
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.46477437335950744,occupancy_6005 <-> speed_t4013,MEDIUM,0.4629828745599599
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.46477437335950744,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.46477437335950744,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.46477437335950744,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.46477437335950744,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.46477437335950744,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.3320636412424287,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.35507172677969046,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.35507172677969046,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.35507172677969046,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.3813996934086264,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.3813996934086264,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.3813996934086264,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3999014393804931,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3999014393804931,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3999014393804931,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3999014393804931,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3999014393804931,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3610471256675005,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3610471256675005,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3610471256675005,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.3687551424478251,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.3687551424478251,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.3687551424478251,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.44557378013910853,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.44557378013910853,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.44557378013910853,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.44557378013910853,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.44557378013910853,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_t4013 <-> speed_6005,LOW,0.32862278304878834,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.42326428656370735,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.42326428656370735,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.42326428656370735,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.42326428656370735,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.42326428656370735,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4452378269123639,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4452378269123639,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4452378269123639,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4452378269123639,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4452378269123639,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.38864491562365705,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.38864491562365705,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.38864491562365705,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.38864491562365705,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.3265272815905077,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_t4013 <-> speed_t4013,MEDIUM,0.46621543512964764
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_6005 <-> speed_t4013,MEDIUM,0.4629828745599599
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4952851853407842,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.49336833390619683
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.33631413279293454,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3528097531448374,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3528097531448374,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3528097531448374,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4180706284246086,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4180706284246086,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4180706284246086,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4180706284246086,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4180706284246086,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4317484490000342,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4317484490000342,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4317484490000342,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4317484490000342,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4317484490000342,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3941607841719239,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3941607841719239,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3941607841719239,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3941607841719239,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3941607841719239,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.48573540241493945,occupancy_t4013 <-> speed_t4013,MEDIUM,0.46621543512964764
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.48573540241493945,occupancy_6005 <-> speed_t4013,MEDIUM,0.4629828745599599
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.48573540241493945,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.48573540241493945,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.48573540241493945,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.48573540241493945,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.48573540241493945,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.33710599162043886,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4514741050218361,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4514741050218361,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4514741050218361,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4514741050218361,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4514741050218361,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.37133323538757135,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.37133323538757135,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.37133323538757135,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.35620950145432095,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.35620950145432095,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.35620950145432095,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.48072061348745665,occupancy_t4013 <-> speed_t4013,MEDIUM,0.46621543512964764
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.48072061348745665,occupancy_6005 <-> speed_t4013,MEDIUM,0.4629828745599599
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.48072061348745665,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.48072061348745665,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.48072061348745665,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.48072061348745665,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.48072061348745665,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4125735509513909,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4125735509513909,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4125735509513909,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4125735509513909,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.4125735509513909,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3313875170806696,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.36644634802985376,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.36644634802985376,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_t4013,LOW,0.36644634802985376,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3819280102161124,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3819280102161124,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.3819280102161124,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4818858992938617,occupancy_t4013 <-> speed_t4013,MEDIUM,0.46621543512964764
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4818858992938617,occupancy_6005 <-> speed_t4013,MEDIUM,0.4629828745599599
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4818858992938617,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4818858992938617,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4818858992938617,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4818858992938617,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.4818858992938617,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3534057582548422,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3534057582548422,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.3534057582548422,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.47028284769424494,occupancy_t4013 <-> speed_t4013,MEDIUM,0.46621543512964764
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.47028284769424494,occupancy_6005 <-> speed_t4013,MEDIUM,0.4629828745599599
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.47028284769424494,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.47028284769424494,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.47028284769424494,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.47028284769424494,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.47028284769424494,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.4882836706358784,occupancy_t4013 <-> speed_t4013,MEDIUM,0.46621543512964764
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.4882836706358784,occupancy_6005 <-> speed_t4013,MEDIUM,0.4629828745599599
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.4882836706358784,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.4882836706358784,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.4882836706358784,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.4882836706358784,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.4882836706358784,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> speed_6005,LOW,0.3267831177748399,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.40808637336127807,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.40808637336127807,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.40808637336127807,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.40808637336127807,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.40808637336127807,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.3980199393534109,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.3980199393534109,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.3980199393534109,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.3980199393534109,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.3980199393534109,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.39864976366374333,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.39864976366374333,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.39864976366374333,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.39864976366374333,occupancy_6005 <-> speed_6005,MEDIUM,0.39298443393398524
traffic_20_10,occupancy_6005 <-> occupancy_t4013,LOW,0.39864976366374333,occupancy_6005 <-> occupancy_t4013,MEDIUM,0.3484809621942081
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.34325993626253665,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
traffic_20_10,occupancy_t4013 <-> speed_t4013,LOW,0.34325993626253665,occupancy_6005 <-> speed_6005,MEDIUM,0.32270945119956645
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.42915974181004957,occupancy_t4013 <-> speed_t4013,MEDIUM,0.38489964618709405
traffic_20_10,speed_6005 <-> speed_t4013,LOW,0.42915974181004957,occupancy_t4013 <-> speed_t4013,MEDIUM,0.3374102938794952
