run,pair,alert_count,first_window,last_window,start_time,end_time,highest_current_severity,max_abs_delta,contains_reversal
aws_20_10,ec2_net <-> elb_req,1,102,102,2014-04-13T13:19:00Z,2014-04-13T14:54:00Z,LOW,0.4107768368164128,True
aws_20_10,ec2_net <-> elb_req,1,107,107,2014-04-13T17:29:00Z,2014-04-13T19:04:00Z,LOW,0.3318073217211321,True
aws_20_10,ec2_net <-> elb_req,1,111,111,2014-04-13T20:49:00Z,2014-04-13T22:29:00Z,LOW,0.3975627532820256,True
aws_20_10,ec2_net <-> elb_req,1,113,113,2014-04-13T22:34:00Z,2014-04-14T00:14:00Z,LOW,0.3390812783645487,True
aws_20_10,ec2_net <-> elb_req,1,116,116,2014-04-14T01:09:00Z,2014-04-14T02:44:00Z,LOW,0.4382548862652371,True
aws_20_10,ec2_net <-> elb_req,1,118,118,2014-04-14T02:49:00Z,2014-04-14T04:24:00Z,LOW,0.30239349471554294,True
aws_20_10,ec2_net <-> elb_req,1,125,125,2014-04-14T08:39:00Z,2014-04-14T10:14:00Z,LOW,0.49149690719749706,False
aws_20_10,ec2_net <-> elb_req,2,129,130,2014-04-14T11:59:00Z,2014-04-14T14:24:00Z,MEDIUM,0.5035742887715335,True
aws_20_10,ec2_net <-> elb_req,2,134,135,2014-04-14T16:09:00Z,2014-04-14T18:34:00Z,MEDIUM,0.5123458758955541,True
aws_20_10,ec2_net <-> elb_req,1,139,139,2014-04-14T20:19:00Z,2014-04-14T21:54:00Z,MEDIUM,0.5717447834829755,True
aws_20_10,ec2_net <-> elb_req,1,142,142,2014-04-14T22:49:00Z,2014-04-15T00:24:00Z,LOW,0.4854358297489396,True
aws_20_10,ec2_net <-> elb_req,2,150,151,2014-04-15T05:29:00Z,2014-04-15T07:54:00Z,LOW,0.41540112831108095,True
aws_20_10,ec2_net <-> elb_req,1,157,157,2014-04-15T11:19:00Z,2014-04-15T12:54:00Z,LOW,0.3010150340873545,True
aws_20_10,ec2_net <-> elb_req,1,160,160,2014-04-15T13:49:00Z,2014-04-15T15:24:00Z,LOW,0.31605532575331363,False
aws_20_10,ec2_net <-> elb_req,2,162,163,2014-04-15T15:29:00Z,2014-04-15T17:54:00Z,HIGH,0.7133432438729104,True
aws_20_10,ec2_net <-> elb_req,1,165,165,2014-04-15T17:59:00Z,2014-04-15T19:34:00Z,LOW,0.3129874365471242,True
aws_20_10,ec2_net <-> elb_req,1,170,170,2014-04-15T22:09:00Z,2014-04-15T23:44:00Z,LOW,0.38331040143314177,False
aws_20_10,ec2_net <-> elb_req,2,172,173,2014-04-15T23:49:00Z,2014-04-16T02:14:00Z,MEDIUM,0.6476151715658087,True
aws_20_10,ec2_net <-> elb_req,1,175,175,2014-04-16T02:19:00Z,2014-04-16T03:54:00Z,LOW,0.4761507827137317,True
aws_20_10,ec2_net <-> elb_req,1,177,177,2014-04-16T03:59:00Z,2014-04-16T05:39:00Z,LOW,0.34614529019371015,True
aws_20_10,ec2_net <-> elb_req,1,180,180,2014-04-16T06:34:00Z,2014-04-16T08:09:00Z,LOW,0.33044734218267124,False
aws_20_10,ec2_net <-> elb_req,1,185,185,2014-04-16T10:44:00Z,2014-04-16T12:24:00Z,LOW,0.43796986371553454,True
aws_20_10,ec2_net <-> elb_req,1,187,187,2014-04-16T12:29:00Z,2014-04-16T14:04:00Z,MEDIUM,0.6272136577741569,True
aws_20_10,ec2_net <-> elb_req,2,189,190,2014-04-16T14:09:00Z,2014-04-16T16:34:00Z,MEDIUM,0.5399831670666544,True
aws_20_10,ec2_net <-> elb_req,1,193,193,2014-04-16T17:29:00Z,2014-04-16T19:04:00Z,MEDIUM,0.6238114407972793,True
aws_20_10,ec2_net <-> elb_req,5,196,200,2014-04-16T19:59:00Z,2014-04-17T00:54:00Z,MEDIUM,0.6271486972520987,True
aws_20_10,ec2_net <-> elb_req,1,208,208,2014-04-17T05:59:00Z,2014-04-17T07:34:00Z,LOW,0.31451660580028973,False
aws_20_10,ec2_net <-> elb_req,1,212,212,2014-04-17T09:19:00Z,2014-04-17T10:54:00Z,HIGH,0.7706232569443241,True
aws_20_10,ec2_net <-> elb_req,1,214,214,2014-04-17T10:59:00Z,2014-04-17T12:34:00Z,MEDIUM,0.6905401023329384,True
aws_20_10,ec2_net <-> elb_req,2,221,222,2014-04-17T16:54:00Z,2014-04-17T19:19:00Z,MEDIUM,0.6435753458782705,True
aws_20_10,ec2_net <-> elb_req,1,226,226,2014-04-17T21:04:00Z,2014-04-17T22:39:00Z,LOW,0.34594874176657986,True
aws_20_10,ec2_net <-> elb_req,1,237,237,2014-04-18T06:14:00Z,2014-04-18T07:49:00Z,LOW,0.44270986732374606,True
aws_20_10,ec2_net <-> elb_req,1,240,240,2014-04-18T08:49:00Z,2014-04-18T10:24:00Z,LOW,0.3919371464453231,False
aws_20_10,ec2_net <-> elb_req,2,246,247,2014-04-18T13:49:00Z,2014-04-18T16:14:00Z,MEDIUM,0.5012990530634869,False
aws_20_10,ec2_net <-> elb_req,1,253,253,2014-04-18T19:39:00Z,2014-04-18T21:14:00Z,MEDIUM,0.515177789308601,True
aws_20_10,ec2_net <-> elb_req,1,256,256,2014-04-18T22:09:00Z,2014-04-18T23:44:00Z,LOW,0.32531087332695074,False
aws_20_10,ec2_net <-> elb_req,2,260,261,2014-04-19T01:29:00Z,2014-04-19T03:54:00Z,LOW,0.4231356732735096,True
aws_20_10,ec2_net <-> elb_req,1,263,263,2014-04-19T03:59:00Z,2014-04-19T05:34:00Z,MEDIUM,0.5643940284545959,True
aws_20_10,ec2_net <-> elb_req,2,265,266,2014-04-19T05:39:00Z,2014-04-19T08:04:00Z,LOW,0.418526204915402,True
aws_20_10,ec2_net <-> elb_req,1,270,270,2014-04-19T09:49:00Z,2014-04-19T11:24:00Z,LOW,0.3275859009930442,True
aws_20_10,ec2_net <-> elb_req,1,279,279,2014-04-19T17:19:00Z,2014-04-19T18:54:00Z,LOW,0.36940169131181416,True
aws_20_10,ec2_net <-> elb_req,1,286,286,2014-04-19T23:09:00Z,2014-04-20T00:44:00Z,LOW,0.3121910933997555,True
aws_20_10,ec2_net <-> elb_req,1,290,290,2014-04-20T02:29:00Z,2014-04-20T04:04:00Z,LOW,0.40010396827238764,True
aws_20_10,ec2_net <-> elb_req,1,292,292,2014-04-20T04:09:00Z,2014-04-20T05:49:00Z,MEDIUM,0.5709300417728854,True
aws_20_10,ec2_net <-> elb_req,3,300,302,2014-04-20T10:54:00Z,2014-04-20T14:09:00Z,MEDIUM,0.6607616131494176,True
aws_20_10,ec2_net <-> elb_req,1,304,304,2014-04-20T14:14:00Z,2014-04-20T15:49:00Z,LOW,0.4580888723821921,True
aws_20_10,ec2_net <-> elb_req,1,311,311,2014-04-20T20:04:00Z,2014-04-20T21:39:00Z,LOW,0.38945905661344254,True
aws_20_10,ec2_net <-> elb_req,1,313,313,2014-04-20T21:44:00Z,2014-04-20T23:19:00Z,LOW,0.40204756774298156,True
aws_20_10,ec2_net <-> elb_req,1,317,317,2014-04-21T01:04:00Z,2014-04-21T02:39:00Z,LOW,0.40878953142095253,True
aws_20_10,ec2_net <-> elb_req,1,330,330,2014-04-21T11:54:00Z,2014-04-21T13:29:00Z,MEDIUM,0.5506504410844794,True
aws_20_10,ec2_net <-> elb_req,2,335,336,2014-04-21T16:04:00Z,2014-04-21T18:29:00Z,MEDIUM,0.6372743376362167,True
aws_20_10,ec2_net <-> elb_req,1,340,340,2014-04-21T20:14:00Z,2014-04-21T21:49:00Z,MEDIUM,0.6743124689911488,True
aws_20_10,ec2_net <-> elb_req,1,342,342,2014-04-21T21:54:00Z,2014-04-21T23:29:00Z,HIGH,0.7078918437308246,True
aws_20_10,ec2_net <-> elb_req,1,349,349,2014-04-22T03:44:00Z,2014-04-22T05:19:00Z,LOW,0.4541600176333994,True
aws_20_10,ec2_net <-> elb_req,1,352,352,2014-04-22T06:14:00Z,2014-04-22T07:49:00Z,LOW,0.3334429950958329,True
aws_20_10,ec2_net <-> elb_req,1,355,355,2014-04-22T08:44:00Z,2014-04-22T10:19:00Z,MEDIUM,0.5029982526247454,True
aws_20_10,ec2_net <-> elb_req,1,362,362,2014-04-22T14:34:00Z,2014-04-22T16:09:00Z,LOW,0.3260239612387045,False
aws_20_10,ec2_net <-> elb_req,2,364,365,2014-04-22T16:14:00Z,2014-04-22T18:39:00Z,MEDIUM,0.644619343317317,True
aws_20_10,ec2_net <-> elb_req,1,383,383,2014-04-23T08:04:00Z,2014-04-23T09:39:00Z,LOW,0.3378823955488831,True
aws_20_10,ec2_net <-> elb_req,1,386,386,2014-04-23T10:34:00Z,2014-04-23T12:09:00Z,LOW,0.455188609122417,True
aws_20_10,ec2_net <-> elb_req,1,388,388,2014-04-23T12:14:00Z,2014-04-23T13:49:00Z,LOW,0.356154750517647,True
aws_20_10,ec2_net <-> elb_req,1,397,397,2014-04-23T19:44:00Z,2014-04-23T21:19:00Z,LOW,0.35226066566481684,True
aws_20_10,ec2_net <-> elb_req,1,400,400,2014-04-23T22:14:00Z,2014-04-23T23:49:00Z,LOW,0.307185345627601,True
aws_20_10,ec2_cpu <-> ec2_net,1,2,2,2014-04-10T01:44:00Z,2014-04-10T03:24:00Z,MEDIUM,0.6338076202496667,True
aws_20_10,ec2_cpu <-> ec2_net,1,6,6,2014-04-10T05:09:00Z,2014-04-10T06:44:00Z,LOW,0.31270583919075157,True
aws_20_10,ec2_cpu <-> ec2_net,2,13,14,2014-04-10T10:59:00Z,2014-04-10T13:29:00Z,LOW,0.4216518721394134,True
aws_20_10,ec2_cpu <-> ec2_net,2,18,19,2014-04-10T15:14:00Z,2014-04-10T17:39:00Z,LOW,0.3342576030266631,True
aws_20_10,ec2_cpu <-> ec2_net,1,26,26,2014-04-10T21:54:00Z,2014-04-10T23:29:00Z,LOW,0.3294883123169916,True
aws_20_10,ec2_cpu <-> ec2_net,1,28,28,2014-04-10T23:34:00Z,2014-04-11T01:09:00Z,LOW,0.3211091519728469,True
aws_20_10,ec2_cpu <-> ec2_net,1,31,31,2014-04-11T02:04:00Z,2014-04-11T03:39:00Z,LOW,0.3302605505657641,True
aws_20_10,ec2_cpu <-> ec2_net,1,42,42,2014-04-11T11:14:00Z,2014-04-11T12:49:00Z,LOW,0.3265894689953751,False
aws_20_10,ec2_cpu <-> ec2_net,1,44,44,2014-04-11T12:54:00Z,2014-04-11T14:29:00Z,LOW,0.3147685841497435,True
aws_20_10,ec2_cpu <-> ec2_net,1,47,47,2014-04-11T15:24:00Z,2014-04-11T16:59:00Z,LOW,0.4579449540297986,True
aws_20_10,ec2_cpu <-> ec2_net,2,49,50,2014-04-11T17:04:00Z,2014-04-11T19:29:00Z,MEDIUM,0.4348196730606662,False
aws_20_10,ec2_cpu <-> ec2_net,2,52,53,2014-04-11T19:34:00Z,2014-04-11T21:59:00Z,HIGH,0.748228526316493,True
aws_20_10,ec2_cpu <-> ec2_net,3,55,57,2014-04-11T22:04:00Z,2014-04-12T01:19:00Z,LOW,0.3501588003321273,True
aws_20_10,ec2_cpu <-> ec2_net,1,65,65,2014-04-12T06:24:00Z,2014-04-12T07:59:00Z,LOW,0.325516373043805,False
aws_20_10,ec2_cpu <-> ec2_net,4,70,73,2014-04-12T10:34:00Z,2014-04-12T14:39:00Z,MEDIUM,0.5338109734211245,True
aws_20_10,ec2_cpu <-> ec2_net,1,82,82,2014-04-12T20:34:00Z,2014-04-12T22:09:00Z,LOW,0.4239615859070225,True
aws_20_10,ec2_cpu <-> ec2_net,1,89,89,2014-04-13T02:24:00Z,2014-04-13T04:04:00Z,LOW,0.3840773062974864,False
aws_20_10,ec2_cpu <-> ec2_net,1,91,91,2014-04-13T04:09:00Z,2014-04-13T05:44:00Z,LOW,0.4660295691666626,True
aws_20_10,ec2_cpu <-> ec2_net,1,96,96,2014-04-13T08:19:00Z,2014-04-13T09:54:00Z,LOW,0.328892475076108,True
aws_20_10,ec2_cpu <-> ec2_net,3,99,101,2014-04-13T10:49:00Z,2014-04-13T14:04:00Z,LOW,0.43246489548741596,True
aws_20_10,ec2_cpu <-> ec2_net,1,105,105,2014-04-13T15:49:00Z,2014-04-13T17:24:00Z,LOW,0.4260481454611901,True
aws_20_10,ec2_cpu <-> ec2_net,1,125,125,2014-04-14T08:39:00Z,2014-04-14T10:14:00Z,LOW,0.3047037826075164,True
aws_20_10,ec2_cpu <-> ec2_net,3,132,134,2014-04-14T14:29:00Z,2014-04-14T17:44:00Z,LOW,0.48837639021600426,True
aws_20_10,ec2_cpu <-> ec2_net,1,140,140,2014-04-14T21:09:00Z,2014-04-14T22:44:00Z,LOW,0.34520621815180885,False
aws_20_10,ec2_cpu <-> ec2_net,1,142,142,2014-04-14T22:49:00Z,2014-04-15T00:24:00Z,LOW,0.3401172856417548,True
aws_20_10,ec2_cpu <-> ec2_net,1,144,144,2014-04-15T00:29:00Z,2014-04-15T02:04:00Z,MEDIUM,0.5914196313395172,True
aws_20_10,ec2_cpu <-> ec2_net,1,146,146,2014-04-15T02:09:00Z,2014-04-15T03:44:00Z,LOW,0.4338850340117469,False
aws_20_10,ec2_cpu <-> ec2_net,1,159,159,2014-04-15T12:59:00Z,2014-04-15T14:34:00Z,MEDIUM,0.6242671407747644,True
aws_20_10,ec2_cpu <-> ec2_net,1,161,161,2014-04-15T14:39:00Z,2014-04-15T16:14:00Z,LOW,0.3063046795133912,True
aws_20_10,ec2_cpu <-> ec2_net,2,163,164,2014-04-15T16:19:00Z,2014-04-15T18:44:00Z,MEDIUM,0.5585857006364465,True
aws_20_10,ec2_cpu <-> ec2_net,2,166,167,2014-04-15T18:49:00Z,2014-04-15T21:14:00Z,MEDIUM,0.5222460581792205,True
aws_20_10,ec2_cpu <-> ec2_net,1,170,170,2014-04-15T22:09:00Z,2014-04-15T23:44:00Z,LOW,0.39576787486967174,True
aws_20_10,ec2_cpu <-> ec2_net,1,172,172,2014-04-15T23:49:00Z,2014-04-16T01:24:00Z,HIGH,0.7279373359090422,True
aws_20_10,ec2_cpu <-> ec2_net,1,174,174,2014-04-16T01:29:00Z,2014-04-16T03:04:00Z,LOW,0.31129118890642016,True
aws_20_10,ec2_cpu <-> ec2_net,2,176,177,2014-04-16T03:09:00Z,2014-04-16T05:39:00Z,HIGH,1.5028195198847478,True
aws_20_10,ec2_cpu <-> ec2_net,1,179,179,2014-04-16T05:44:00Z,2014-04-16T07:19:00Z,MEDIUM,0.6987985598963078,True
aws_20_10,ec2_cpu <-> ec2_net,1,187,187,2014-04-16T12:29:00Z,2014-04-16T14:04:00Z,LOW,0.30016210675391275,True
aws_20_10,ec2_cpu <-> ec2_net,2,189,190,2014-04-16T14:09:00Z,2014-04-16T16:34:00Z,HIGH,0.7132547421192674,True
aws_20_10,ec2_cpu <-> ec2_net,1,193,193,2014-04-16T17:29:00Z,2014-04-16T19:04:00Z,LOW,0.3967723183952413,True
aws_20_10,ec2_cpu <-> ec2_net,1,197,197,2014-04-16T20:49:00Z,2014-04-16T22:24:00Z,LOW,0.3227706849432533,True
aws_20_10,ec2_cpu <-> ec2_net,1,218,218,2014-04-17T14:19:00Z,2014-04-17T15:59:00Z,MEDIUM,0.525742140203223,True
aws_20_10,ec2_cpu <-> ec2_net,1,221,221,2014-04-17T16:54:00Z,2014-04-17T18:29:00Z,LOW,0.4879226351420598,True
aws_20_10,ec2_cpu <-> ec2_net,1,227,227,2014-04-17T21:54:00Z,2014-04-17T23:29:00Z,LOW,0.4409175771399422,True
aws_20_10,ec2_cpu <-> ec2_net,1,229,229,2014-04-17T23:34:00Z,2014-04-18T01:09:00Z,LOW,0.40096929956413335,True
aws_20_10,ec2_cpu <-> ec2_net,1,234,234,2014-04-18T03:44:00Z,2014-04-18T05:19:00Z,LOW,0.35752667962245555,True
aws_20_10,ec2_cpu <-> ec2_net,1,245,245,2014-04-18T12:59:00Z,2014-04-18T14:34:00Z,LOW,0.44269126333068476,True
aws_20_10,ec2_cpu <-> ec2_net,1,253,253,2014-04-18T19:39:00Z,2014-04-18T21:14:00Z,LOW,0.3308083114467006,True
aws_20_10,ec2_cpu <-> ec2_net,1,273,273,2014-04-19T12:19:00Z,2014-04-19T13:54:00Z,MEDIUM,0.542427283248567,True
aws_20_10,ec2_cpu <-> ec2_net,1,276,276,2014-04-19T14:49:00Z,2014-04-19T16:24:00Z,LOW,0.3065732548966295,True
aws_20_10,ec2_cpu <-> ec2_net,1,278,278,2014-04-19T16:29:00Z,2014-04-19T18:04:00Z,LOW,0.3542469006076242,True
aws_20_10,ec2_cpu <-> ec2_net,1,297,297,2014-04-20T08:24:00Z,2014-04-20T09:59:00Z,LOW,0.37214910359645786,False
aws_20_10,ec2_cpu <-> ec2_net,1,322,322,2014-04-21T05:14:00Z,2014-04-21T06:49:00Z,LOW,0.39084301300390323,True
aws_20_10,ec2_cpu <-> ec2_net,1,325,325,2014-04-21T07:44:00Z,2014-04-21T09:19:00Z,LOW,0.3277643884708336,True
aws_20_10,ec2_cpu <-> ec2_net,1,330,330,2014-04-21T11:54:00Z,2014-04-21T13:29:00Z,LOW,0.49688595868473057,True
aws_20_10,ec2_cpu <-> ec2_net,1,349,349,2014-04-22T03:44:00Z,2014-04-22T05:19:00Z,LOW,0.3808686925281286,True
aws_20_10,ec2_cpu <-> ec2_net,1,362,362,2014-04-22T14:34:00Z,2014-04-22T16:09:00Z,LOW,0.4654781059999377,True
aws_20_10,ec2_cpu <-> ec2_net,1,365,365,2014-04-22T17:04:00Z,2014-04-22T18:39:00Z,LOW,0.47743509239152015,True
aws_20_10,ec2_cpu <-> ec2_net,1,372,372,2014-04-22T22:54:00Z,2014-04-23T00:29:00Z,LOW,0.32839106619020153,False
aws_20_10,ec2_cpu <-> ec2_net,1,375,375,2014-04-23T01:24:00Z,2014-04-23T02:59:00Z,LOW,0.478588605869515,True
aws_20_10,ec2_cpu <-> ec2_net,1,388,388,2014-04-23T12:14:00Z,2014-04-23T13:49:00Z,LOW,0.397496029044495,False
aws_20_10,ec2_cpu <-> ec2_net,1,394,394,2014-04-23T17:14:00Z,2014-04-23T18:49:00Z,MEDIUM,0.50017931557631,True
aws_20_10,ec2_cpu <-> elb_req,2,2,3,2014-04-10T01:44:00Z,2014-04-10T04:14:00Z,LOW,0.32558737354104417,False
aws_20_10,ec2_cpu <-> elb_req,1,22,22,2014-04-10T18:34:00Z,2014-04-10T20:09:00Z,MEDIUM,0.6732163266006532,True
aws_20_10,ec2_cpu <-> elb_req,1,24,24,2014-04-10T20:14:00Z,2014-04-10T21:49:00Z,LOW,0.311986869991723,False
aws_20_10,ec2_cpu <-> elb_req,1,27,27,2014-04-10T22:44:00Z,2014-04-11T00:19:00Z,LOW,0.3784285428575989,True
aws_20_10,ec2_cpu <-> elb_req,1,38,38,2014-04-11T07:54:00Z,2014-04-11T09:29:00Z,LOW,0.3399729300858297,True
aws_20_10,ec2_cpu <-> elb_req,1,41,41,2014-04-11T10:24:00Z,2014-04-11T11:59:00Z,LOW,0.30502225185641135,True
aws_20_10,ec2_cpu <-> elb_req,1,49,49,2014-04-11T17:04:00Z,2014-04-11T18:39:00Z,LOW,0.3969904096909078,True
aws_20_10,ec2_cpu <-> elb_req,1,52,52,2014-04-11T19:34:00Z,2014-04-11T21:09:00Z,LOW,0.3005683332186033,True
aws_20_10,ec2_cpu <-> elb_req,1,57,57,2014-04-11T23:44:00Z,2014-04-12T01:19:00Z,MEDIUM,0.5468382914750352,True
aws_20_10,ec2_cpu <-> elb_req,1,74,74,2014-04-12T13:54:00Z,2014-04-12T15:29:00Z,LOW,0.36417808777272614,True
aws_20_10,ec2_cpu <-> elb_req,4,76,79,2014-04-12T15:34:00Z,2014-04-12T19:39:00Z,LOW,0.4134867158901308,True
aws_20_10,ec2_cpu <-> elb_req,1,81,81,2014-04-12T19:44:00Z,2014-04-12T21:19:00Z,LOW,0.31705882177155387,True
aws_20_10,ec2_cpu <-> elb_req,1,90,90,2014-04-13T03:14:00Z,2014-04-13T04:54:00Z,LOW,0.32660891800004266,False
aws_20_10,ec2_cpu <-> elb_req,1,95,95,2014-04-13T07:29:00Z,2014-04-13T09:04:00Z,MEDIUM,0.5792707715164032,True
aws_20_10,ec2_cpu <-> elb_req,2,99,100,2014-04-13T10:49:00Z,2014-04-13T13:14:00Z,LOW,0.4843486358888359,True
aws_20_10,ec2_cpu <-> elb_req,1,102,102,2014-04-13T13:19:00Z,2014-04-13T14:54:00Z,LOW,0.30213806377822783,False
aws_20_10,ec2_cpu <-> elb_req,1,104,104,2014-04-13T14:59:00Z,2014-04-13T16:34:00Z,LOW,0.35876616793535704,True
aws_20_10,ec2_cpu <-> elb_req,1,124,124,2014-04-14T07:49:00Z,2014-04-14T09:24:00Z,MEDIUM,0.5585767984074808,True
aws_20_10,ec2_cpu <-> elb_req,1,130,130,2014-04-14T12:49:00Z,2014-04-14T14:24:00Z,LOW,0.30180685014237896,False
aws_20_10,ec2_cpu <-> elb_req,1,132,132,2014-04-14T14:29:00Z,2014-04-14T16:04:00Z,MEDIUM,0.5762750767752655,True
aws_20_10,ec2_cpu <-> elb_req,1,138,138,2014-04-14T19:29:00Z,2014-04-14T21:04:00Z,LOW,0.47639015756818526,True
aws_20_10,ec2_cpu <-> elb_req,1,140,140,2014-04-14T21:09:00Z,2014-04-14T22:44:00Z,LOW,0.4068089241434582,False
aws_20_10,ec2_cpu <-> elb_req,1,142,142,2014-04-14T22:49:00Z,2014-04-15T00:24:00Z,LOW,0.3636915627426323,True
aws_20_10,ec2_cpu <-> elb_req,1,159,159,2014-04-15T12:59:00Z,2014-04-15T14:34:00Z,LOW,0.4750505726697161,True
aws_20_10,ec2_cpu <-> elb_req,1,161,161,2014-04-15T14:39:00Z,2014-04-15T16:14:00Z,LOW,0.4726156192193784,True
aws_20_10,ec2_cpu <-> elb_req,1,169,169,2014-04-15T21:19:00Z,2014-04-15T22:54:00Z,MEDIUM,0.5172666870884473,True
aws_20_10,ec2_cpu <-> elb_req,2,174,175,2014-04-16T01:29:00Z,2014-04-16T03:54:00Z,LOW,0.41871485414445975,True
aws_20_10,ec2_cpu <-> elb_req,3,180,182,2014-04-16T06:34:00Z,2014-04-16T09:49:00Z,MEDIUM,0.647581712920118,True
aws_20_10,ec2_cpu <-> elb_req,1,189,189,2014-04-16T14:09:00Z,2014-04-16T15:44:00Z,LOW,0.48599303181714304,True
aws_20_10,ec2_cpu <-> elb_req,1,194,194,2014-04-16T18:19:00Z,2014-04-16T19:54:00Z,LOW,0.33323615242270654,False
aws_20_10,ec2_cpu <-> elb_req,1,203,203,2014-04-17T01:49:00Z,2014-04-17T03:24:00Z,LOW,0.3547704460885288,True
aws_20_10,ec2_cpu <-> elb_req,1,210,210,2014-04-17T07:39:00Z,2014-04-17T09:14:00Z,LOW,0.35847926898403715,True
aws_20_10,ec2_cpu <-> elb_req,1,228,228,2014-04-17T22:44:00Z,2014-04-18T00:19:00Z,LOW,0.4007424123150073,False
aws_20_10,ec2_cpu <-> elb_req,1,241,241,2014-04-18T09:39:00Z,2014-04-18T11:14:00Z,LOW,0.3019370904789992,False
aws_20_10,ec2_cpu <-> elb_req,1,243,243,2014-04-18T11:19:00Z,2014-04-18T12:54:00Z,LOW,0.4987183817563609,True
aws_20_10,ec2_cpu <-> elb_req,1,247,247,2014-04-18T14:39:00Z,2014-04-18T16:14:00Z,MEDIUM,0.534320698334865,True
aws_20_10,ec2_cpu <-> elb_req,1,249,249,2014-04-18T16:19:00Z,2014-04-18T17:54:00Z,LOW,0.39423268843719406,False
aws_20_10,ec2_cpu <-> elb_req,1,253,253,2014-04-18T19:39:00Z,2014-04-18T21:14:00Z,MEDIUM,0.5297302873187394,True
aws_20_10,ec2_cpu <-> elb_req,1,257,257,2014-04-18T22:59:00Z,2014-04-19T00:34:00Z,LOW,0.38713732363703124,True
aws_20_10,ec2_cpu <-> elb_req,1,268,268,2014-04-19T08:09:00Z,2014-04-19T09:44:00Z,LOW,0.4826336184135808,True
aws_20_10,ec2_cpu <-> elb_req,1,270,270,2014-04-19T09:49:00Z,2014-04-19T11:24:00Z,MEDIUM,0.5298055789806884,True
aws_20_10,ec2_cpu <-> elb_req,1,281,281,2014-04-19T18:59:00Z,2014-04-19T20:34:00Z,MEDIUM,0.5083462322134913,True
aws_20_10,ec2_cpu <-> elb_req,1,286,286,2014-04-19T23:09:00Z,2014-04-20T00:44:00Z,LOW,0.30900205825836263,True
aws_20_10,ec2_cpu <-> elb_req,1,291,291,2014-04-20T03:19:00Z,2014-04-20T04:59:00Z,MEDIUM,0.551064293840053,True
aws_20_10,ec2_cpu <-> elb_req,1,293,293,2014-04-20T05:04:00Z,2014-04-20T06:39:00Z,MEDIUM,0.5893336531384739,True
aws_20_10,ec2_cpu <-> elb_req,1,296,296,2014-04-20T07:34:00Z,2014-04-20T09:09:00Z,LOW,0.3682396786761921,True
aws_20_10,ec2_cpu <-> elb_req,1,311,311,2014-04-20T20:04:00Z,2014-04-20T21:39:00Z,MEDIUM,0.6464606619234621,True
aws_20_10,ec2_cpu <-> elb_req,1,313,313,2014-04-20T21:44:00Z,2014-04-20T23:19:00Z,LOW,0.42847586747582117,True
aws_20_10,ec2_cpu <-> elb_req,1,317,317,2014-04-21T01:04:00Z,2014-04-21T02:39:00Z,LOW,0.3966973139194109,True
aws_20_10,ec2_cpu <-> elb_req,1,320,320,2014-04-21T03:34:00Z,2014-04-21T05:09:00Z,LOW,0.3352628243011585,True
aws_20_10,ec2_cpu <-> elb_req,1,332,332,2014-04-21T13:34:00Z,2014-04-21T15:09:00Z,LOW,0.4355445356745794,False
